recording,subject,trial,timestamp,true_target,pred_ridge,pred_random_forest,pred_xgboost,pred_baseline_global_mean,pred_baseline_subject_mean,pred_baseline_ceiling,moving_avg,slope_short,slope_medium,decline_persistence
01M_1,1,1,196.0,95.64276861310783,80.56340484819643,79.83317092772506,78.26084899902344,71.30854629735887,71.3322285822612,100.0,82.13873672485352,0.17099227905274844,-0.9164361499604762,2
01M_1,1,1,204.0,96.18666734529548,79.10068890521038,83.33395089030961,88.02827453613281,71.30854629735887,71.3322285822612,100.0,82.92172813415527,0.5670562744140605,-0.46575491768973204,0
01M_1,1,1,212.0,96.6626730039674,80.19576774054629,72.55276517932249,71.6416244506836,71.30854629735887,71.3322285822612,100.0,80.78081893920898,-1.3508735656738313,-0.7792810712541854,1
01M_1,1,1,220.0,97.07926045615052,78.29941817375844,61.68554650131658,62.28861618041992,71.30854629735887,71.3322285822612,100.0,77.88726377487183,-6.4303348541259115,-1.8214152654012086,2
01M_1,1,1,228.0,97.44384667934924,72.21307171698987,73.77507460637733,81.56063079833984,71.30854629735887,71.3322285822612,100.0,77.81377077102661,-2.875593948364242,-1.0587323052542505,0
01M_1,1,1,236.0,97.76292281438344,74.84259357569417,58.20430398065394,74.96283721923828,71.30854629735887,71.3322285822612,100.0,77.73767900466919,2.9235652923583917,-1.5365457534790035,1
01M_1,1,1,244.0,98.0421697345087,79.79111350462533,69.57555010729199,78.25199890136719,71.30854629735887,71.3322285822612,100.0,76.79939699172974,4.129235458374034,-0.6343383334931847,0
01M_1,1,1,252.0,98.28655918842723,73.57257471210974,82.80685632085243,90.27186584472656,71.30854629735887,71.3322285822612,100.0,78.15833711624146,2.9422866821288913,0.7670403889247333,0
01M_1,1,1,260.0,98.50044231795223,74.23958482705197,65.21888894048844,76.9703598022461,71.30854629735887,71.3322285822612,100.0,77.99702596664429,1.8042434692382634,0.6790256954374798,1
01M_1,1,1,268.0,98.6876271263059,72.23824405216345,75.96725191267524,76.33867645263672,71.30854629735887,71.3322285822612,100.0,76.53582620620728,-1.9041473388671828,1.6156065350487148,2
01M_1,1,1,276.0,98.8514462763072,79.07196089955322,71.96884093590363,78.72683715820312,71.30854629735887,71.3322285822612,100.0,77.42147779464722,-3.5266769409179672,1.2738120215279747,0
